item>>brand,item>>categories,item>>color,item>>description,item>>image,item>>instock,item>>price,item>>rating,item>>seller,item>>sku,item>>title,item>>total_reviews,item>>url
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: буква
Принт: Объект
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Рукав-реглан
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/01/17/16423979033d1318a63075ea3e657607360f25f18a_thumbnail_405x552.jpg,yes,620,4.98,SHEIN,8253667,"SHEIN Футболка с рукавом-реглан с принтом ""буква и фигура""",505,https://ru.shein.com/SHEIN-Raglan-Sleeve-Letter-Figure-Graphic-Tee-p-8253667-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: буква
Принт: Бабочка
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Неэластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/10/30/1635604957ed4ad4043fbd50983f86e6781f88e855_thumbnail_405x552.jpg,yes,790,4.94,SHEIN,6517192,Футболка оверсайз с принтом слогана и бабочки,688,https://ru.shein.com/Slogan-Butterfly-Print-Drop-Shoulder-Oversized-Tee-p-6517192-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Пыльный Фиолетовый,"Цвет: Пыльный Фиолетовый
Стиль: Основы
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Обычный рукав
Длина: Обычные
Тип фигуры: Обычный
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/06/01/16540639241688de7dff598676c1329199a6df9df2_thumbnail_405x552.jpg,yes,800,,SHEIN,10730355,DAZY Футболка однотонный с круглым воротником,,https://ru.shein.com/DAZY-Solid-Round-Neck-Tee-p-10730355-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Пыльный Розовый,"Цвет: Пыльный Розовый
Стиль: Повседневный
Принт: Со цветочками
Воротник: Круглый воротник
детали: с вышивкой
Длина рукава: Короткий рукав
детали: трикотажный
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 93% Хлопок
ингредиент: 7% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2020/12/16/16080871600e5f4ca6a5ff41067df048c4a54807b8_thumbnail_405x552.jpg,yes,510,4.91,SHEIN,1941079,SHEIN Трикотажная футболка с вышивкой,10000,https://ru.shein.com/SHEIN-Daisy-Embroidered-Rib-knit-Tee-p-1941079-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Многоцветный,"Цвет: Многоцветный
Стиль: Повседневный
Принт: буква
Принт: тай дай
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/04/30/16197611041b04f1d356fcebf7a9f80b5e6c627012_thumbnail_405x552.jpg,yes,960,4.93,SHEIN,2457132,DAZY Футболка с принтом тай-дай и текстовым узором,10000,https://ru.shein.com/DAZY-Tie-Dye-Letter-Graphic-Drop-Shoulder-Tee-p-2457132-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Сексуальный
Принт: Хэллоуин
Воротник: Круглый воротник
Длина рукава: Длинный рукав
детали: Кольцо
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/24/1640308902cfb702916e021f4e323e4e4e69861527_thumbnail_405x552.jpg,yes,970,4.91,SHEIN,7514127,SHEIN X Cassi Walsh Футболка с принтом скелета и кольцом,140,https://ru.shein.com/SHEIN-X-Cassi-Walsh-Skeleton-Print-Ring-Detail-Tee-p-7514127-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Сердечко
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/17/16397262248d672fcb8c93e4445b9941f7a0865417_thumbnail_405x552.jpg,yes,2030,4.97,SHEIN,8483852,Футболка с узором слогана и сердечка,37,https://ru.shein.com/Drop-Shoulder-Heart-Slogan-Pattern-Tee-p-8483852-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный и белый,"Цвет: Чёрный и белый
Стиль: Спортивный
Принт: буква
Принт: Контрастный цвет
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/05/30/1653892113dccc6971ff4b518ad1f75a229ba9f58e_thumbnail_405x552.jpg,yes,1130,4.92,SHEIN,9731254,SHEIN SXY Длинная футболка контрастный с текстовым принтом,10000,https://ru.shein.com/SHEIN-SXY-Colorblock-Letter-Graphic-Drop-Shoulder-Longline-Tee-p-9731254-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Бежевые,"Цвет: Бежевые
Стиль: Повседневный
Принт: Машина
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: Обычные
Тип фигуры: Обычный
Ткань: Неэластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/06/01/1654066540b04b54c577ce64a2d11e7a72f813a04d_thumbnail_405x552.jpg,yes,910,,SHEIN,10730270,DAZY Футболка с принтом машины и слогана,,https://ru.shein.com/DAZY-Car-Slogan-Graphic-Drop-Shoulder-Tee-p-10730270-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Животный
Воротник: Круглый воротник
Длина рукава: Рукав крышки
детали: со стразами
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/03/09/1615257609c9dba6c8acba17d6d2bb146d88bd06ff_thumbnail_405x552.jpg,yes,530,4.95,SHEIN,2267675,SHEIN Футболка со стразами,10000,https://ru.shein.com/SHEIN-Rhinestone-Spider-Tee-p-2267675-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Хаки,"Цвет: Хаки
Стиль: Повседневный
Принт: буква
Принт: Контрастный цвет
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Рукав-реглан
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/01/24/164300109236cd5d9152600290e8929d8d83b6e620_thumbnail_405x552.jpg,yes,720,4.91,SHEIN,8278667,DAZY Кроп-футболка с текстовым принтом и рукавом-реглан,3453,https://ru.shein.com/DAZY-Letter-Graphic-Contrast-Raglan-Sleeve-Crop-Tee-p-8278667-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Бежевые,"Цвет: Бежевые
Стиль: Повседневный
Принт: буква
Принт: Мультяшный принт
Воротник: Круглый воротник
Длина рукава: Короткий рукав
детали: трикотажный
детали: Контрастная отделка
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 93% Хлопок
ингредиент: 7% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/11/16/16370347462dd02b3ca6613f4aa62d26b1bcadddcc_thumbnail_405x552.jpg,yes,680,4.96,SHEIN,6264352,SHEIN X MsChibious Топ контрастный с текстовым и мультипликационным принтом,1568,https://ru.shein.com/SHEIN-X-MsChibious-Contrast-Stitch-Letter-and-Cartoon-Graphic-Top-p-6264352-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: Хэллоуин
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/24/16403088715986a6cd1c46afcccdfa22406a84be8e_thumbnail_405x552.jpg,yes,1220,4.94,SHEIN,6479357,SHEIN X Eduely Футболка слоган & с узором скелета,1438,https://ru.shein.com/SHEIN-X-Eduely-Slogan-Skeleton-Graphic-Drop-Shoulder-Tee-p-6479357-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: буква
Принт: Хэллоуин
Воротник: Круглый воротник
Длина рукава: Рукав крышки
детали: трикотажный
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 94% Хлопок
ингредиент: 6% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/25/16403953743d275591a41071a0efd8236a30561b9a_thumbnail_405x552.jpg,yes,430,4.91,SHEIN,9189847,SHEIN Футболка с принтом буквы и черепа вязаный в рубчик,159,https://ru.shein.com/SHEIN-Skull-and-Letter-Graphic-Rib-knit-Tee-p-9189847-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Многоцветный,"Цвет: Многоцветный
Стиль: Повседневный
Принт: буква
Принт: тай дай
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/06/02/16541472669a667abee2aecd690eef69023fc289be_thumbnail_405x552.jpg,yes,950,,SHEIN,10730236,DAZY Футболка с текстовым принтом с принтом тай-дай,,https://ru.shein.com/DAZY-Letter-Graphic-Tie-Dye-Drop-Shoulder-Tee-p-10730236-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Темно-серый,"Цвет: Темно-серый
Стиль: Повседневный
Принт: буква
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/20/16399873226475884a1e8e23ed2643ac1ac06f284d_thumbnail_405x552.jpg,yes,860,4.89,SHEIN,8260442,DAZY Кроп-футболка с текстовым принтом,1197,https://ru.shein.com/DAZY-Letter-Graphic-Drop-Shoulder-Crop-Tee-p-8260442-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Бежевые,"Цвет: Бежевые
Стиль: Повседневный
Принт: Одноцветный
Воротник: Поло
Длина рукава: Короткий рукав
детали: Пуговица
Тип рукава: Обычный рукав
Длина: Обычные
Тип Застежки: Застежка до середины
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 56% Хлопок
ингредиент: 44% Полиэстер
Инструкция по уходу: Ручная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/01/10/164180751850b904afd3ce147055ddaad7189696b5_thumbnail_405x552.jpg,yes,970,4.89,SHEIN,8379222,DAZY Футболка с контрастной отделкой с воротником-поло,1096,https://ru.shein.com/DAZY-Contrast-Trim-Polo-Neck-Tee-p-8379222-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Бежевые,"Цвет: Бежевые
Стиль: Повседневный
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 63% Хлопок
ингредиент: 37% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/03/02/164619832655b65b2c5e4fe5ddcb51f2840da925ff_thumbnail_405x552.jpg,yes,710,4.92,SHEIN,8681102,DAZY Футболка с текстовым принтом,272,https://ru.shein.com/DAZY-Slogan-Graphic-Drop-Shoulder-Tee-p-8681102-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Подкладка: Без подкладки
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/03/08/1615169341ef7cec2acf9d18bb741503acd09a276b_thumbnail_405x552.jpg,yes,590,4.91,SHEIN,2115260,Однотонная футболка с заниженным плечом,10000,https://ru.shein.com/Drop-Shoulder-Solid-Tee-p-2115260-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Розовые,"Цвет: Розовые
Стиль: Повседневный
Принт: Мультяшный принт
Воротник: Круглый воротник
Длина рукава: Половинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 94% Полиэстер
ингредиент: 6% спандекс
Инструкция по уходу: Машинная стирка, не подвергайте химчистке,стирайте мягким моющим средством
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/11/25/1637807572f0c72addbb9afcad22b66a375560cba0_thumbnail_405x552.jpg,yes,910,4.93,SHEIN,7514547,SHEIN Футболка с мультипликационным узором,1093,https://ru.shein.com/SHEIN-Cartoon-Graphic-Drop-Shoulder-Tee-p-7514547-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Темно-синий,"Цвет: Темно-синий
Стиль: Повседневный
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип фигуры: Обычный
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Ручная стирка, не подвергайте сухой чистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/06/01/1654066125e815dd9e62b34a2fa4db5aaf89c63d40_thumbnail_405x552.jpg,yes,820,,SHEIN,10730182,DAZY Футболка с текстовым принтом с круглым воротником,,https://ru.shein.com/DAZY-Slogan-Graphic-Round-Neck-Tee-p-10730182-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Объект
Принт: Контрастный цвет
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Рукав-реглан
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/03/16/16158663990e8c876af61dcfb25913d4402223dbb1_thumbnail_405x552.jpg,yes,490,4.94,SHEIN,2303534,SHEIN Объект Повседневный Футболки,8065,https://ru.shein.com/SHEIN-Slogan-Figure-Graphic-Raglan-Sleeve-Tee-p-2303534-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Темно-серый,"Цвет: Темно-серый
Стиль: Повседневный
Принт: Лозунг
Воротник: Круглый воротник
Длина рукава: Длинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 63% Хлопок
ингредиент: 37% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/11/11/1636607193b503b964813c3385d6b56fbf3b140fa5_thumbnail_405x552.jpg,yes,750,4.80,SHEIN,5762242,DAZY Футболка с текстовым принтом,203,https://ru.shein.com/DAZY-Slogan-Graphic-Drop-Shoulder-Tee-p-5762242-cat-1738.html
ROMWE," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Aбрикосовый,"Цвет: Aбрикосовый
Стиль: Повседневный
Принт: буква
Принт: Объект
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка, не подвергайте химчистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/01/20/16426476186eb735dedc2612ef1880f41f3f38a078_thumbnail_405x552.jpg,yes,980,4.95,SHEIN,9864826,ROMWE X Aak Футболка с принтом фигуры и буквы,759,https://ru.shein.com/ROMWE-X-Aak-Figure-Letter-Graphic-Tee-p-9864826-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: графический принт
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Обычный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 60% Хлопок
ингредиент: 40% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/08/16/1629113857d9594dee1aea2c8e1cc692e2399fc8cb_thumbnail_405x552.jpg,yes,640,4.92,SHEIN,3410023,Футболка с короткими рукавами и принтом луны,4952,https://ru.shein.com/Moon-Print-Short-Sleeve-Tee-p-3410023-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Хаки,"Цвет: Хаки
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Длинный рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/12/08/16389550642ad2de5af9b00059a3c99fc98bb38624_thumbnail_405x552.jpg,yes,1300,4.84,SHEIN,6652022,DAZY Футболка с разрезом,610,https://ru.shein.com/DAZY-Drop-Shoulder-Cut-Out-Tee-p-6652022-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: буква
Воротник: Круглый воротник
Длина рукава: Короткий рукав
детали: Контрастная отделка
Тип рукава: Обычный рукав
Длина: Обычные
Тип фигуры: Обычный
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Ручная стирка, не подвергайте сухой чистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/06/01/1654066550337673d5119398c5e5d195308480ed1b_thumbnail_405x552.jpg,yes,780,,SHEIN,10730015,DAZY Футболка с текстовым принтом,,https://ru.shein.com/DAZY-Letter-Graphic-Contrast-Binding-Tee-p-10730015-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Со цветочками
Принт: Объект
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Рукав-летучая мышь
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 65% Хлопок
ингредиент: 35% Полиэстер
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2020/12/17/1608159026bf8aad09f2158cea47ff1e966b36bee6_thumbnail_405x552.jpg,yes,550,4.93,SHEIN,1997214,Футболка с принтом цветка и фигуры,10000,https://ru.shein.com/Figure-Floral-Print-Tee-p-1997214-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный и белый,"Цвет: Чёрный и белый
Стиль: Повседневный
Принт: Полосатый
Воротник: Овальный вырез
Длина рукава: Длинный рукав
Тип рукава: Спущенный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 95% Хлопок
ингредиент: 5% спандекс
Инструкция по уходу: Ручная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/05/06/165181680530df38ac1aae6abd9fc78ed15b275257_thumbnail_405x552.jpg,yes,960,4.82,SHEIN,9619262,DAZY Футболка в полоску,509,https://ru.shein.com/DAZY-Striped-Drop-Shoulder-Tee-p-9619262-cat-1738.html
SHEIN," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Короткий рукав
детали: Волнистый край
детали: трикотажный
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Облегающий
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 93% Хлопок
ингредиент: 7% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2020/07/10/1594353915140197f81315eb7d0f4e0347dab68ecc_thumbnail_405x552.jpg,yes,460,4.87,SHEIN,1392534,SHEIN Трикотажный топ с оригинальной отделкой,10000,https://ru.shein.com/SHEIN-Lettuce-Trim-Rib-knit-Top-p-1392534-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Чёрный,"Цвет: Чёрный
Стиль: Повседневный
Принт: буква
Принт: Объект
Воротник: Круглый воротник
Длина рукава: Короткий рукав
Тип рукава: Спущенный рукав
Длина: длинно
Тип Застежки: пуловеры
Тип фигуры: оверсайз
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2021/08/17/162917749005e7eff264f7b3a7c01dd0a5c5242418_thumbnail_405x552.jpg,yes,770,4.95,SHEIN,3433386,Футболка с принтом слогана и бабочки,1067,https://ru.shein.com/Slogan-Butterfly-Print-Drop-Shoulder-Tee-p-3433386-cat-1738.html
," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Бежевые,"Цвет: Бежевые
Стиль: милый
Принт: буква
Принт: Мультяшный принт
Воротник: Поло
Длина рукава: Короткий рукав
детали: Контрастный воротник
Тип рукава: Спущенный рукав
Длина: Обычные
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Легкий Эластичный
Материал: Хлопок
ингредиент: 100% Хлопок
Инструкция по уходу: Ручная стирка, не подвергайте сухой чистке
Прозрачный: НЕТ",https://img.ltwebstatic.com/images3_pi/2022/05/30/1653883001024c5b08334948a64ac233c2c844d77b_thumbnail_405x552.jpg,yes,2300,,SHEIN,10728658,Футболка с мультипликационным и текстовым принтом со спущенным плечом с воротником-поло,,https://ru.shein.com/Cartoon-Letter-Graphic-Drop-Shoulder-Polo-Neck-Tee-p-10728658-cat-1738.html
DAZY," Женская одежда, блузки и футболки, Женские топы,Женские футболки",Белый,"Цвет: Белый
Стиль: Повседневный
Принт: Одноцветный
Воротник: Круглый воротник
Длина рукава: Короткий рукав
детали: Волнистый край
Тип рукава: Обычный рукав
Длина: Короткий
Тип Застежки: пуловеры
Тип фигуры: Обычный
Ткань: Среднее Растяжение
Материал: Хлопок
ингредиент: 94.6% Хлопок
ингредиент: 5.4% спандекс
Инструкция по уходу: Машинная стирка или профессиональная химчистка
Прозрачный: Полупрозрачный",https://img.ltwebstatic.com/images3_pi/2022/02/11/164455787751ca060b921cb089df0687e2882b73ff_thumbnail_405x552.jpg,yes,580,4.95,SHEIN,8685237,DAZY Кроп-футболка с волнистой отделкой,103,https://ru.shein.com/DAZY-Top-stitching-Lettuce-Trim-Crop-Tee-p-8685237-cat-1738.html
